sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price,avg_price_per_unit
Binder Dividers SKU 4,2023-04-30,17.99,2,36.0,8.0,15.0,5.0,2.0,6.0,26.28,25.92,24.75,29.15,733.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-02,17.79,2,36.0,8.0,15.0,5.0,7.0,1.0,26.28,25.92,24.75,29.15,729.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-03,17.99,12,216.0,50.0,87.0,32.0,6.0,41.0,26.28,25.92,24.75,29.15,725.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-04,17.99,2,36.0,8.0,15.0,5.0,5.0,3.0,26.28,25.92,24.75,29.15,704.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-05,17.89,3,54.0,12.0,22.0,8.0,2.0,10.0,26.28,25.92,24.75,29.15,694.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-06,17.99,1,18.0,4.0,7.0,3.0,4.0,0.0,26.28,25.92,24.75,29.15,711.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,711.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-05-09,17.89,3,54.0,12.0,22.0,8.0,6.0,6.0,26.28,25.92,24.75,29.15,709.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-13,17.99,1,18.0,4.0,7.0,3.0,0.0,4.0,26.28,25.92,24.75,29.15,693.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-14,17.99,3,54.0,12.0,22.0,8.0,3.0,9.0,26.28,25.92,24.75,29.15,688.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-15,17.89,4,72.0,17.0,29.0,11.0,6.0,9.0,26.28,25.92,24.75,29.15,683.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-16,17.99,1,18.0,4.0,7.0,3.0,1.0,3.0,26.28,25.92,24.75,29.15,679.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-17,17.99,2,36.0,8.0,15.0,5.0,3.0,5.0,26.28,25.92,24.75,29.15,675.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-19,17.99,5,90.0,21.0,36.0,14.0,7.0,12.0,26.28,25.92,24.75,29.15,671.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-20,17.99,4,72.0,17.0,29.0,11.0,7.0,8.0,26.28,25.92,24.75,29.15,666.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-21,17.99,1,18.0,4.0,7.0,3.0,1.0,3.0,26.28,25.92,24.75,29.15,660.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-22,17.99,6,108.0,25.0,44.0,16.0,5.0,18.0,26.28,25.92,24.75,29.15,658.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-23,17.99,4,72.0,17.0,29.0,11.0,8.0,7.0,26.28,25.92,24.75,29.15,656.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-26,17.89,4,72.0,17.0,29.0,11.0,1.0,14.0,26.28,25.92,24.75,29.15,642.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-27,17.99,1,18.0,4.0,7.0,3.0,2.0,2.0,26.28,25.92,24.75,29.15,634.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-28,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,632.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-05-29,17.99,2,36.0,8.0,15.0,5.0,3.0,5.0,26.28,25.92,24.75,29.15,630.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-05-31,17.99,3,54.0,12.0,22.0,8.0,1.0,11.0,26.28,25.92,24.75,29.15,624.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-02,17.99,3,54.0,12.0,22.0,8.0,1.0,11.0,26.28,25.92,24.75,29.15,618.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-03,17.99,1,18.0,4.0,7.0,3.0,2.0,2.0,26.28,25.92,24.75,29.15,614.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-04,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,610.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-06-05,17.99,8,144.0,33.0,58.0,22.0,2.0,29.0,26.28,25.92,24.75,29.15,610.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-10,17.99,4,72.0,17.0,29.0,11.0,4.0,11.0,26.28,25.92,24.75,29.15,578.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-11,17.99,1,18.0,4.0,7.0,3.0,0.0,4.0,26.28,25.92,24.75,29.15,576.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-12,17.89,4,72.0,17.0,29.0,11.0,2.0,13.0,26.28,25.92,24.75,29.15,567.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-15,17.89,3,54.0,12.0,22.0,8.0,3.0,9.0,26.28,25.92,24.75,29.15,553.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-16,17.99,2,36.0,8.0,15.0,5.0,2.0,6.0,26.28,25.92,24.75,29.15,548.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,546.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-06-18,17.99,1,18.0,4.0,7.0,3.0,0.0,4.0,26.28,25.92,24.75,29.15,543.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-19,17.89,4,72.0,17.0,29.0,11.0,0.0,15.0,26.28,25.92,24.75,29.15,526.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-21,17.99,6,108.0,25.0,44.0,16.0,2.0,21.0,26.28,25.92,24.75,29.15,519.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-24,17.99,2,36.0,8.0,15.0,5.0,0.0,8.0,26.28,25.92,24.75,29.15,505.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-25,17.99,4,72.0,17.0,29.0,11.0,2.0,13.0,26.28,25.92,24.75,29.15,499.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-26,17.79,2,36.0,8.0,15.0,5.0,6.0,2.0,26.28,25.92,24.75,29.15,498.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-28,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,489.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-06-29,17.79,2,36.0,8.0,15.0,5.0,4.0,4.0,26.28,25.92,24.75,29.15,484.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-06-30,17.99,3,54.0,12.0,22.0,8.0,3.0,9.0,26.28,25.92,24.75,29.15,484.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-07-01,17.99,1,18.0,4.0,7.0,3.0,3.0,1.0,26.28,25.92,24.75,29.15,484.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-07-02,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,482.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 4,2023-07-04,17.99,7,126.0,29.0,51.0,19.0,3.0,24.0,26.28,25.92,24.75,29.15,478.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-07-06,17.89,3,54.0,12.0,22.0,8.0,2.0,10.0,26.28,25.92,24.75,29.15,472.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-07-08,17.99,3,54.0,12.0,22.0,8.0,5.0,7.0,26.28,25.92,24.75,29.15,458.0,15.99,22.99,18.0
Binder Dividers SKU 4,2023-07-09,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,458.0,15.99,22.99,25.666666666666668
Binder Dividers SKU 6,2022-03-13,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-18,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-22,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-25,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-26,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-27,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-03-31,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-01,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-02,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-04,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-10,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-15,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-16,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-23,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,401.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-24,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,416.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-27,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,665.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-04-30,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,662.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-01,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,661.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-05,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,646.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-07,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,642.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-08,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,638.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-14,0.0,0,0.0,0.0,0.0,0.0,10.0,-10.0,26.28,25.92,24.75,29.15,632.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-05-30,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,557.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-06-13,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,512.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-06-19,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,471.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-06-21,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,466.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-06-26,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,458.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-02,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,450.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,450.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-04,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,449.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-10,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,435.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-11,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,429.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-16,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,420.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-24,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,358.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-07-26,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,353.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-08-13,0.0,0,0.0,0.0,0.0,0.0,8.0,-8.0,26.28,25.92,24.75,29.15,292.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-10,0.0,0,0.0,0.0,0.0,0.0,7.0,-7.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-11,0.0,0,0.0,0.0,0.0,0.0,7.0,-7.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-20,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-22,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,674.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-24,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,319.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-09-25,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,318.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-02,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,283.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-08,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,263.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,257.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-11,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,256.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-15,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,253.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-16,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,249.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-18,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,246.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,229.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-23,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,229.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,227.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-29,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,215.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-10-31,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,197.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,195.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-11,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,177.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-12,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,177.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-19,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,168.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,165.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-21,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,165.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-22,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,165.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-23,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,165.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-24,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,157.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-29,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,157.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-11-30,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,155.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-01,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,151.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-03,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,151.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-07,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,150.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-10,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,150.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-13,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,150.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-14,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,141.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-15,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,141.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-18,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,141.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-19,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,141.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-20,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-22,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-23,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-26,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,140.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2022-12-28,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,137.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-01-03,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,130.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-01-08,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,121.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-01-12,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,109.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-01-15,0.0,0,0.0,0.0,0.0,0.0,4.0,-4.0,26.28,25.92,24.75,29.15,90.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-01-29,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,448.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-02-25,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,304.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-03-21,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,177.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-03-25,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,144.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-01,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,99.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-09,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,71.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-14,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,11.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-15,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,10.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-17,0.0,0,0.0,0.0,0.0,0.0,7.0,-7.0,26.28,25.92,24.75,29.15,3.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-22,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,1.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-24,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-25,0.0,0,0.0,0.0,0.0,0.0,7.0,-7.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-27,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-29,0.0,0,0.0,0.0,0.0,0.0,7.0,-7.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-04-30,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-07,0.0,0,0.0,0.0,0.0,0.0,1.0,-1.0,26.28,25.92,24.75,29.15,2.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-08,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,2.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-09,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,2.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,2.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-11,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,25.92,24.75,29.15,2.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-12,0.0,0,0.0,0.0,0.0,0.0,5.0,-5.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-15,0.0,0,0.0,0.0,0.0,0.0,12.0,-12.0,26.28,25.92,24.75,29.15,0.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-20,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,1.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-05-29,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,26.28,25.92,24.75,29.15,1.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-06-06,0.0,0,0.0,0.0,0.0,0.0,6.0,-6.0,26.28,25.92,24.75,29.15,176.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-06-10,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,61.0,10.99,15.99,25.666666666666668
Binder Dividers SKU 6,2023-06-10,0.0,0,0.0,0.0,0.0,0.0,2.0,-2.0,26.28,25.92,24.75,29.15,61.0,10.99,15.99,25.666666666666668
